Date / Time,CPU Usage %,Temperature C
2017-05-07 15:14:15,47.2,80.6
2017-05-07 15:14:21,45.3,80.1
2017-05-07 15:14:26,47.8,81.1
2017-05-07 15:14:31,44.4,80.1
2017-05-07 15:14:37,40.9,80.1
2017-05-07 15:14:42,44.9,80.1
2017-05-07 15:14:48,43.3,79.5
2017-05-07 15:14:53,49.3,80.1
2017-05-07 15:14:58,44,80.6
2017-05-07 15:15:04,47.6,80.6
2017-05-07 15:15:10,43.4,79.5
2017-05-07 15:15:15,50.8,80.6
2017-05-07 15:15:21,46.1,80.1
2017-05-07 15:15:26,51.1,80.6
2017-05-07 15:15:32,45,80.1
2017-05-07 15:15:37,46.7,80.6
2017-05-07 15:15:43,49,80.6
2017-05-07 15:15:48,44.5,80.1
2017-05-07 15:15:54,47.9,80.6
2017-05-07 15:15:59,48.4,80.6
2017-05-07 15:16:05,49.4,80.6
2017-05-07 15:16:10,45.3,80.6
2017-05-07 15:16:16,50.5,81.1
2017-05-07 15:16:21,44.7,80.6
2017-05-07 15:16:27,48,80.6
2017-05-07 15:16:32,43,80.1
2017-05-07 15:16:38,41.1,80.1
2017-05-07 15:16:43,45.7,80.1
2017-05-07 15:16:49,45.8,80.6
2017-05-07 15:16:54,46,79.5
2017-05-07 15:17:00,44.8,80.1
2017-05-07 15:17:06,47.8,80.6
2017-05-07 15:17:11,44.7,80.1
2017-05-07 15:17:17,47.5,79.5
2017-05-07 15:17:22,44.5,80.1
2017-05-07 15:17:28,50.6,80.6
2017-05-07 15:17:33,44.6,80.6
2017-05-07 15:17:39,50.5,80.6
2017-05-07 15:17:45,46,80.6
2017-05-07 15:17:50,47.3,80.6
2017-05-07 15:17:56,45.7,80.1
2017-05-07 15:18:01,46.2,80.6
2017-05-07 15:18:07,45.4,80.6
2017-05-07 15:18:12,41.4,79.5
2017-05-07 15:18:18,46,80.1
2017-05-07 15:18:23,47.5,80.1
2017-05-07 15:18:29,46.9,80.1
2017-05-07 15:18:34,41.6,80.1
2017-05-07 15:18:40,44.7,80.6
2017-05-07 15:18:45,41.4,80.1
2017-05-07 15:18:51,46.4,80.6
2017-05-07 15:18:56,42.9,80.1
2017-05-07 15:19:02,47,80.6
2017-05-07 15:19:07,44.4,80.6
2017-05-07 15:19:13,43.6,79.5
2017-05-07 15:19:18,46.5,80.1
2017-05-07 15:19:24,46.7,79.5
2017-05-07 15:19:30,46.9,80.1
2017-05-07 15:19:36,48.4,80.6
2017-05-07 15:19:41,52.7,80.1
2017-05-07 15:19:46,17.5,75.2
2017-05-07 15:19:52,4.5,73.1
2017-05-07 15:19:57,1.3,71.4
2017-05-07 15:20:04,30.3,72.5
2017-05-07 15:20:09,0.9,69.8
2017-05-07 15:20:15,3.8,69.3
2017-05-07 15:20:20,0.7,68.8
2017-05-07 15:20:25,6.3,68.8
2017-05-07 15:20:30,1.7,67.7
2017-05-07 15:20:36,1.2,66.6
2017-05-07 15:20:41,3.8,66.6
2017-05-07 15:20:47,2.8,65.5
2017-05-07 15:20:52,3.7,66.6
2017-05-07 15:20:57,1.1,65.5
2017-05-07 15:21:03,6.8,66.1
2017-05-07 15:21:08,1,64.5
2017-05-07 15:21:14,4.1,65.5
2017-05-07 15:21:19,2.2,64.5
2017-05-07 15:21:24,3.3,65
2017-05-07 15:21:30,1.9,63.9
2017-05-07 15:21:35,0.9,63.4
2017-05-07 15:21:40,5.7,63.4
2017-05-07 15:21:46,1.2,63.4
2017-05-07 15:21:51,6.5,63.4
2017-05-07 15:21:56,0.8,62.8
2017-05-07 15:22:02,4.3,63.9
2017-05-07 15:22:07,0.9,62.8
2017-05-07 15:22:13,3.2,63.4
2017-05-07 15:22:18,1.3,62.3
2017-05-07 15:22:24,2.4,62.3
2017-05-07 15:22:29,5.8,62.3
2017-05-07 15:22:35,0.8,61.8
2017-05-07 15:22:40,3.8,62.3
2017-05-07 15:22:46,1.2,61.2
2017-05-07 15:22:51,4,62.3
2017-05-07 15:22:56,25.4,65.5
2017-05-07 15:23:02,35.7,66.6
2017-05-07 15:23:07,8.1,65
2017-05-07 15:23:13,43.6,68.8
2017-05-07 15:23:18,73.6,72
2017-05-07 15:23:23,58.6,72
2017-05-07 15:23:29,31,70.9
2017-05-07 15:23:34,50.8,72
2017-05-07 15:23:39,84.8,74.7
2017-05-07 15:23:45,63.4,74.1
2017-05-07 15:23:50,77.3,76.3
2017-05-07 15:23:55,76.6,77.4
2017-05-07 15:24:01,63.1,76.3
2017-05-07 15:24:06,50,75.8
2017-05-07 15:24:12,53.1,76.3
2017-05-07 15:24:23,54.8,76.8
2017-05-07 15:24:29,58.9,76.3
2017-05-07 15:24:34,45.8,75.2
2017-05-07 15:24:40,49.8,75.8
2017-05-07 15:24:46,49.7,76.3
2017-05-07 15:24:51,54.1,76.8
2017-05-07 15:24:57,49.6,76.3
2017-05-07 15:25:02,54.5,76.3
2017-05-07 15:25:08,54,76.8
2017-05-07 15:25:13,60.1,77.4
2017-05-07 15:25:18,48.6,77.4
2017-05-07 15:25:24,56.2,77.4
2017-05-07 15:25:29,50.8,77.4
2017-05-07 15:25:35,64.9,78.4
2017-05-07 15:25:40,60.9,78.4
2017-05-07 15:25:45,50.2,78.4
2017-05-07 15:25:51,54.1,78.4
2017-05-07 15:25:56,48.3,77.9
2017-05-07 15:26:02,55,77.9
2017-05-07 15:26:07,49.5,77.9
2017-05-07 15:26:12,57.5,78.4
2017-05-07 15:26:18,54.6,78.4
2017-05-07 15:26:23,55.5,78.4
2017-05-07 15:26:29,53.4,78.4
2017-05-07 15:26:34,50,77.9
2017-05-07 15:26:40,48.7,77.9
2017-05-07 15:26:45,49.7,77.9
2017-05-07 15:26:51,55,78.4
2017-05-07 15:26:56,50.7,78.4
2017-05-07 15:27:02,71.8,80.1
2017-05-07 15:27:07,49.6,79.5
2017-05-07 15:27:13,57.2,79
2017-05-07 15:27:18,50.5,79.5
2017-05-07 15:27:24,55,79.5
2017-05-07 15:27:29,51.8,79
2017-05-07 15:27:34,52.9,79
2017-05-07 15:27:40,56.6,79.5
2017-05-07 15:27:45,51.7,79
2017-05-07 15:27:51,54.2,79
2017-05-07 15:27:56,49.7,79
2017-05-07 15:28:02,52.9,79
2017-05-07 15:28:07,48.3,78.4
2017-05-07 15:28:12,54.4,79.5
2017-05-07 15:28:18,50.2,79.5
2017-05-07 15:28:23,53.6,79.5
2017-05-07 15:28:29,49.4,79.5
2017-05-07 15:28:34,46.8,78.4
2017-05-07 15:28:40,46.1,78.4
2017-05-07 15:28:45,50.1,79.5
2017-05-07 15:28:51,52.2,79
2017-05-07 15:28:56,53.9,79.5
2017-05-07 15:29:01,54.5,79.5
2017-05-07 15:29:07,52,79.5
2017-05-07 15:29:13,53.2,79.5
2017-05-07 15:29:18,50.8,79.5
2017-05-07 15:29:24,52.6,80.1
2017-05-07 15:29:29,51.7,79.5
2017-05-07 15:29:35,51,79.5
2017-05-07 15:29:41,54.4,79.5
2017-05-07 15:29:46,52.1,80.1
2017-05-07 15:29:52,51.1,79.5
2017-05-07 15:29:57,53.9,80.1
2017-05-07 15:30:03,53.3,79.5
2017-05-07 15:30:08,49.5,79.5
2017-05-07 15:30:14,51.2,79.5
2017-05-07 15:30:19,50,79.5
2017-05-07 15:30:25,54.7,79.5
2017-05-07 15:30:30,50.3,80.1
2017-05-07 15:30:36,46,79
2017-05-07 15:30:41,50.8,79.5
2017-05-07 15:30:46,53.9,80.1
2017-05-07 15:30:52,51.6,79.5
2017-05-07 15:30:57,51.2,79.5
2017-05-07 15:31:02,53.3,80.1
2017-05-07 15:31:08,50.1,79.5
2017-05-07 15:31:13,52.4,79.5
2017-05-07 15:31:19,49.5,80.1
2017-05-07 15:31:24,54.1,80.1
2017-05-07 15:31:29,47.8,79
2017-05-07 15:31:35,53.6,80.6
2017-05-07 15:31:40,50.7,80.1
2017-05-07 15:31:45,50.5,80.1
2017-05-07 15:31:51,51.9,80.1
2017-05-07 15:31:56,53.7,79.5
2017-05-07 15:32:02,54.1,79.5
2017-05-07 15:32:07,50.9,80.6
2017-05-07 15:32:12,53.1,80.6
2017-05-07 15:32:18,49.7,80.1
2017-05-07 15:32:23,53.4,80.6
2017-05-07 15:32:29,51.1,80.1
2017-05-07 15:32:34,49.2,80.1
2017-05-07 15:32:40,45.3,80.1
2017-05-07 15:32:45,50.1,80.1
2017-05-07 15:32:51,51.7,80.6
2017-05-07 15:32:56,51.8,79.5
2017-05-07 15:33:02,54.7,80.1
2017-05-07 15:33:07,49.9,79.5
2017-05-07 15:33:12,52.5,80.1
2017-05-07 15:33:18,49.5,80.1
2017-05-07 15:33:23,53.8,80.6
2017-05-07 15:33:29,51.8,80.6
2017-05-07 15:33:34,52,80.6
2017-05-07 15:33:39,53,80.1
2017-05-07 15:33:45,51.5,80.1
2017-05-07 15:33:50,53.1,80.1
2017-05-07 15:33:55,49.8,80.6
2017-05-07 15:34:01,52,80.1
2017-05-07 15:34:06,48.5,80.1
2017-05-07 15:34:12,54.4,80.6
2017-05-07 15:34:17,53.5,80.6
2017-05-07 15:34:23,54.6,80.6
2017-05-07 15:34:28,49.3,80.1
2017-05-07 15:34:33,50.1,80.1
2017-05-07 15:34:39,44.6,79.5
2017-05-07 15:34:44,48.9,79.5
2017-05-07 15:34:49,53,80.1
2017-05-07 15:34:55,52.2,80.6
2017-05-07 15:35:00,54.7,80.6
2017-05-07 15:35:05,50.2,79.5
2017-05-07 15:35:11,53.4,80.6
2017-05-07 15:35:16,50.1,80.6
2017-05-07 15:35:22,53.2,80.6
2017-05-07 15:35:27,50.2,80.6
2017-05-07 15:35:32,51.3,80.6
2017-05-07 15:35:38,53.3,80.1
2017-05-07 15:35:43,51.5,80.1
2017-05-07 15:35:48,55.2,80.1
2017-05-07 15:35:54,50.9,80.6
2017-05-07 15:35:59,56.9,80.6
2017-05-07 15:36:04,50.3,79.5
2017-05-07 15:36:10,53,80.6
2017-05-07 15:36:15,50,80.6
2017-05-07 15:36:21,51.3,80.1
2017-05-07 15:36:26,52.9,80.6
2017-05-07 15:36:31,55.7,80.6
2017-05-07 15:36:37,44.3,79.5
2017-05-07 15:36:43,51.5,80.1
2017-05-07 15:36:48,52.3,80.1
2017-05-07 15:36:54,48.7,79.5
2017-05-07 15:36:59,53.7,80.6
2017-05-07 15:37:05,50.9,80.6
2017-05-07 15:37:10,53.3,81.1
2017-05-07 15:37:16,50,80.1
2017-05-07 15:37:21,53.4,80.6
2017-05-07 15:37:27,51,80.6
2017-05-07 15:37:32,54,80.6
2017-05-07 15:37:38,54,80.6
2017-05-07 15:37:43,52.6,80.6
2017-05-07 15:37:49,53.2,80.6
2017-05-07 15:37:54,48.4,79.5
2017-05-07 15:38:00,52.7,80.1
2017-05-07 15:38:05,49.2,80.6
2017-05-07 15:38:11,54,80.6
2017-05-07 15:38:17,53.6,80.6
2017-05-07 15:38:22,53.3,81.1
2017-05-07 15:38:27,49.2,80.6
2017-05-07 15:38:33,60.4,81.7
2017-05-07 15:38:38,53.5,80.6
2017-05-07 15:38:43,49.8,80.6
2017-05-07 15:38:49,52.2,80.6
2017-05-07 15:38:54,52.1,80.1
2017-05-07 15:38:59,54.1,80.6
2017-05-07 15:39:05,51.1,80.6
2017-05-07 15:39:10,54.6,80.6
2017-05-07 15:39:16,50,80.6
2017-05-07 15:39:22,54.3,81.1
2017-05-07 15:39:27,49.4,80.1
2017-05-07 15:39:32,51,80.6
2017-05-07 15:39:38,50.9,80.6
2017-05-07 15:39:43,51.9,80.6
2017-05-07 15:39:49,55.3,81.1
2017-05-07 15:39:54,54.6,80.6
2017-05-07 15:39:59,54.8,81.1
2017-05-07 15:40:05,52.4,80.6
2017-05-07 15:40:10,52.9,80.6
2017-05-07 15:40:16,49.5,80.6
2017-05-07 15:40:21,55.4,80.6
2017-05-07 15:40:26,49.2,80.6
2017-05-07 15:40:32,49.3,80.6
2017-05-07 15:40:37,64.9,81.7
2017-05-07 15:40:42,50.7,81.7
2017-05-07 15:40:47,54.2,81.1
2017-05-07 15:40:53,50.4,80.6
2017-05-07 15:40:58,53.9,80.6
2017-05-07 15:41:04,52,80.6
2017-05-07 15:41:09,54.6,81.7
2017-05-07 15:41:14,51.6,80.6
2017-05-07 15:41:20,52.5,80.6
2017-05-07 15:41:25,51.8,80.6
2017-05-07 15:41:30,49.6,80.6
2017-05-07 15:41:36,53.6,80.6
2017-05-07 15:41:41,50.2,80.6
2017-05-07 15:41:47,54.2,80.6
2017-05-07 15:41:52,51.4,81.1
2017-05-07 15:41:57,54.6,80.6
2017-05-07 15:42:03,49.6,80.6
2017-05-07 15:42:08,52.5,81.1
2017-05-07 15:42:14,52.4,80.6
2017-05-07 15:42:19,53.7,80.6
2017-05-07 15:42:25,52.9,80.6
2017-05-07 15:42:30,49.8,80.6
2017-05-07 15:42:36,45.2,79.5
2017-05-07 15:42:41,46.4,80.6
2017-05-07 15:42:47,53.8,80.6
2017-05-07 15:42:52,49.9,80.6
2017-05-07 15:42:57,55.5,80.6
2017-05-07 15:43:03,50.2,80.6
2017-05-07 15:43:08,53.2,80.6
2017-05-07 15:43:14,51.3,80.6
2017-05-07 15:43:19,50,80.1
2017-05-07 15:43:24,56,80.6
2017-05-07 15:43:30,53.6,80.6
2017-05-07 15:43:35,53.1,80.6
2017-05-07 15:43:40,51.7,80.6
2017-05-07 15:43:46,53.7,80.6
2017-05-07 15:43:51,49.4,80.6
2017-05-07 15:43:56,52.7,80.6
2017-05-07 15:44:02,52,80.6
2017-05-07 15:44:07,50.7,81.1
2017-05-07 15:44:12,52.5,80.6
2017-05-07 15:44:18,49.8,80.6
2017-05-07 15:44:23,54.2,80.6
2017-05-07 15:44:29,51.9,80.6
2017-05-07 15:44:34,51.5,80.6
2017-05-07 15:44:39,44.3,80.1
2017-05-07 15:44:45,53.3,80.6
2017-05-07 15:44:50,49.9,80.6
2017-05-07 15:44:56,52.6,80.6
2017-05-07 15:45:01,53.8,80.6
2017-05-07 15:45:07,52.5,80.6
2017-05-07 15:45:12,53.8,80.6
2017-05-07 15:45:17,51.8,80.6
2017-05-07 15:45:22,56.2,80.6
2017-05-07 15:45:28,50.7,80.6
2017-05-07 15:45:33,52.7,81.1
2017-05-07 15:45:39,51.1,80.1
2017-05-07 15:45:44,55.3,81.7
2017-05-07 15:45:50,53.8,80.6
2017-05-07 15:45:55,51.9,80.6
2017-05-07 15:46:01,51.6,80.6
2017-05-07 15:46:06,52.2,80.6
2017-05-07 15:46:11,52.3,80.6
2017-05-07 15:46:17,51.6,80.1
2017-05-07 15:46:22,55.5,80.6
2017-05-07 15:46:27,49.4,80.6
2017-05-07 15:46:33,53,80.6
2017-05-07 15:46:38,40.4,80.1
2017-05-07 15:46:44,54.4,80.6
2017-05-07 15:46:49,51,80.1
2017-05-07 15:46:55,53.6,80.6
2017-05-07 15:47:00,52.8,80.6
2017-05-07 15:47:06,54.6,80.6
2017-05-07 15:47:12,55.1,80.6
2017-05-07 15:47:17,49.9,80.6
2017-05-07 15:47:23,53.3,80.6
2017-05-07 15:47:28,52.4,80.6
2017-05-07 15:47:33,55.8,80.6
2017-05-07 15:47:39,49.9,80.6
2017-05-07 15:47:44,45.9,80.1
2017-05-07 15:47:49,31.2,78.4
2017-05-07 15:47:55,33.9,78.4
2017-05-07 15:48:00,31.2,77.4
2017-05-07 15:48:05,30.6,77.4
2017-05-07 15:48:11,31.6,77.4
2017-05-07 15:48:16,29.6,76.8
2017-05-07 15:48:22,34.5,76.3
2017-05-07 15:48:27,29.6,75.8
2017-05-07 15:48:32,33.7,76.3
2017-05-07 15:48:37,31.5,75.8
2017-05-07 15:48:43,33.6,75.2
2017-05-07 15:48:48,34.2,75.2
2017-05-07 15:48:53,30.8,75.2
2017-05-07 15:48:59,35.6,75.8
2017-05-07 15:49:04,31.8,75.2
2017-05-07 15:49:09,32.4,75.8
2017-05-07 15:49:15,28.3,74.7
2017-05-07 15:49:20,33.8,75.2
2017-05-07 15:49:25,30.5,75.2
2017-05-07 15:49:31,31.1,75.2
2017-05-07 15:49:36,29.6,75.2
2017-05-07 15:49:42,31.6,75.2
2017-05-07 15:49:47,31.9,74.7
2017-05-07 15:49:52,30.9,75.2
2017-05-07 15:49:58,35.4,75.2
2017-05-07 15:50:03,33.7,74.1
2017-05-07 15:50:08,33.8,75.2
2017-05-07 15:50:13,30.9,74.1
2017-05-07 15:50:19,31.8,74.1
2017-05-07 15:50:24,33.3,74.7
2017-05-07 15:50:29,34.4,74.1
2017-05-07 15:50:34,32.9,74.1
2017-05-07 15:50:40,29.7,74.1
2017-05-07 15:50:45,32.4,74.1
2017-05-07 15:50:50,28.6,73.6
2017-05-07 15:50:56,32.8,74.7
2017-05-07 15:51:01,30.8,74.1
2017-05-07 15:51:06,31.9,75.2
2017-05-07 15:51:11,30.6,73.6
2017-05-07 15:51:17,32.3,74.1
2017-05-07 15:51:22,37,74.1
2017-05-07 15:51:28,33.3,74.1
2017-05-07 15:51:33,36.3,74.1
2017-05-07 15:51:38,31.1,73.1
2017-05-07 15:51:44,36.2,74.1
2017-05-07 15:51:49,30.2,73.6
2017-05-07 15:51:54,33.2,74.1
2017-05-07 15:52:00,30.5,73.6
2017-05-07 15:52:05,30.5,74.1
2017-05-07 15:52:11,34.7,74.1
2017-05-07 15:52:16,29.1,73.6
2017-05-07 15:52:21,33.3,74.1
2017-05-07 15:52:26,29.6,73.6
2017-05-07 15:52:32,31.9,74.1
2017-05-07 15:52:38,30.5,73.1
2017-05-07 15:52:43,38.1,73.6
2017-05-07 15:52:48,31,73.1
2017-05-07 15:52:53,35.3,73.6
2017-05-07 15:52:59,31.3,73.1
2017-05-07 15:53:04,34.6,73.1
2017-05-07 15:53:09,35.8,73.1
2017-05-07 15:53:15,30,73.6
2017-05-07 15:53:20,34.7,73.6
2017-05-07 15:53:25,30,73.1
2017-05-07 15:53:30,32.7,73.6
2017-05-07 15:53:36,29.4,73.6
2017-05-07 15:53:41,31.8,73.1
2017-05-07 15:53:46,32.3,73.6
2017-05-07 15:53:51,28.2,73.6
2017-05-07 15:53:56,34.5,73.6
2017-05-07 15:54:02,31.9,73.1
2017-05-07 15:54:07,35.6,73.1
2017-05-07 15:54:12,32,73.1
2017-05-07 15:54:17,35.9,73.6
2017-05-07 15:54:23,33.7,73.1
2017-05-07 15:54:28,35.7,73.1
2017-05-07 15:54:33,32.6,72.5
2017-05-07 15:54:39,29.3,73.1
2017-05-07 15:54:44,34.7,72.5
2017-05-07 15:54:49,29,73.1
2017-05-07 15:54:55,34.2,73.1
2017-05-07 15:55:00,30.4,73.1
2017-05-07 15:55:05,36,73.1
2017-05-07 15:55:11,29.8,72.5
2017-05-07 15:55:16,33.3,73.1
2017-05-07 15:55:21,34.2,73.1
2017-05-07 15:55:26,29.2,73.1
2017-05-07 15:55:32,35,73.1
2017-05-07 15:55:37,45.7,74.1
2017-05-07 15:55:42,37.4,73.6
2017-05-07 15:55:47,30.8,73.1
2017-05-07 15:55:52,33.3,73.1
2017-05-07 15:55:58,32.5,73.1
2017-05-07 15:56:03,31.2,73.1
2017-05-07 15:56:08,33.8,73.6
2017-05-07 15:56:14,30.2,73.1
2017-05-07 15:56:19,31.4,72.5
2017-05-07 15:56:24,28.8,73.1
2017-05-07 15:56:29,33.8,73.6
2017-05-07 15:56:35,29.9,72.5
2017-05-07 15:56:40,31.7,73.1
2017-05-07 15:56:46,31,73.1
2017-05-07 15:56:51,33.9,72.5
2017-05-07 15:56:57,35.3,73.1
2017-05-07 15:57:02,33.2,73.1
2017-05-07 15:57:07,33.8,73.1
2017-05-07 15:57:12,30.9,72.5
2017-05-07 15:57:18,34.5,73.1
2017-05-07 15:57:23,33.3,73.1
2017-05-07 15:57:28,34.5,73.1
2017-05-07 15:57:34,29.2,73.1
2017-05-07 15:57:39,30.4,73.1
2017-05-07 15:57:44,31.4,73.1
2017-05-07 15:57:49,27.8,72
2017-05-07 15:57:55,32.8,72.5
2017-05-07 15:58:00,30.1,73.1
2017-05-07 15:58:06,31.5,73.1
2017-05-07 15:58:11,30.7,73.1
2017-05-07 15:58:16,34.3,73.1
2017-05-07 15:58:22,35,72.5
2017-05-07 15:58:27,34,73.1
2017-05-07 15:58:32,31.1,73.1
2017-05-07 15:58:38,30.2,72.5
2017-05-07 15:58:43,34,73.1
2017-05-07 15:58:48,31.5,72.5
2017-05-07 15:58:54,33.7,73.1
2017-05-07 15:58:59,28.8,72.5
2017-05-07 15:59:04,34.4,73.1
2017-05-07 15:59:10,29.7,72.5
2017-05-07 15:59:16,32,73.1
2017-05-07 15:59:21,30.1,72
2017-05-07 15:59:27,30.2,73.1
2017-05-07 15:59:32,31,72.5
2017-05-07 15:59:37,29.8,72
2017-05-07 15:59:42,38.6,73.1
2017-05-07 15:59:48,32.3,72.5
2017-05-07 15:59:53,36,73.1
2017-05-07 15:59:58,32.8,72
2017-05-07 16:00:03,35.5,73.1
2017-05-07 16:00:09,30.3,72
2017-05-07 16:00:14,31.7,72.5
2017-05-07 16:00:19,33.4,72.5
2017-05-07 16:00:24,30.7,72.5
2017-05-07 16:00:30,32.2,73.1
2017-05-07 16:00:35,28.7,72
2017-05-07 16:00:40,33,72.5
2017-05-07 16:00:46,31.4,72
2017-05-07 16:00:51,33.2,72.5
2017-05-07 16:00:56,31.2,72
2017-05-07 16:01:02,33.3,72.5
2017-05-07 16:01:07,34,72.5
2017-05-07 16:01:12,33.6,72
2017-05-07 16:01:18,34.9,72.5
2017-05-07 16:01:23,35,72.5
2017-05-07 16:01:29,32.7,72.5
2017-05-07 16:01:34,29.6,72
2017-05-07 16:01:39,34.1,72
2017-05-07 16:01:44,32.1,72
2017-05-07 16:01:49,29.1,72
2017-05-07 16:01:55,31,72.5
2017-05-07 16:02:00,30.2,72
2017-05-07 16:02:05,32.8,72
2017-05-07 16:02:10,28,72.5
2017-05-07 16:02:16,33.7,73.1
2017-05-07 16:02:22,32.3,72
2017-05-07 16:02:27,35.1,72.5
2017-05-07 16:02:32,32.1,72
2017-05-07 16:02:38,34.6,72.5
2017-05-07 16:02:43,34.8,73.1
2017-05-07 16:02:48,33.3,72
2017-05-07 16:02:53,34.9,72
2017-05-07 16:02:59,31.3,72
2017-05-07 16:03:04,33.2,72.5
2017-05-07 16:03:09,31.7,72
2017-05-07 16:03:14,34.4,72.5
2017-05-07 16:03:20,30.3,72
2017-05-07 16:03:25,31.1,72